Cliente_Inativo,Sexo,Aposentado,Casado,Dependentes,Meses_Contrato,Assinatura_Telefone,Assinatura_MultiTelefone,Assinatura_Internet,Assinatura_Seguro_online,Assinatura_Backup,Assinatura_Seguro_dispositivo,Assinatura_Suporte_tecnico,Assinatura_TV,Assinatura_Filmes,Tipo_Contrato,Fatura_Online,Forma_Pagamento,Valor_Mensal,Valor_Diario,Valor_Anual
0,1,0,0,0,32,0,0,2,2,2,2,2,2,2,1,0,2,19.45,0.6483333333333333,674.55
0,0,1,1,1,71,0,1,1,0,0,1,1,0,1,0,0,1,105.9,3.5300000000000002,7521.95
0,0,1,1,1,71,0,1,0,1,0,1,0,0,1,2,1,0,89.85,2.9949999999999997,6293.45
0,1,0,0,1,71,0,1,0,1,0,0,0,1,0,2,1,3,65.15,2.171666666666667,4681.75
0,1,0,1,1,22,0,0,1,0,1,0,1,1,0,1,0,0,69.7,2.3233333333333333,1490.4
1,0,0,1,1,12,0,0,1,0,1,1,1,0,1,1,0,1,96.0,3.2,1062.1
0,1,0,0,0,68,0,0,2,2,2,2,2,2,2,2,0,3,19.95,0.6649999999999999,1303.25
0,1,0,1,1,2,0,0,0,1,1,1,1,1,0,1,1,1,53.45,1.7816666666666667,119.5
0,0,1,1,1,29,0,1,0,1,0,0,1,1,0,1,0,3,58.55,1.9516666666666667,1718.95
1,0,0,1,1,7,1,2,0,0,0,0,1,1,1,1,0,2,40.1,1.3366666666666667,293.3
0,1,0,1,1,12,0,0,1,0,1,0,1,1,1,1,0,3,79.95,2.665,1043.4
0,0,0,1,1,34,0,0,0,1,0,0,1,1,0,0,1,0,55.0,1.8333333333333333,1885.15
1,0,0,0,1,22,0,1,0,1,1,0,0,0,1,1,0,1,79.2,2.64,1742.75
1,0,0,1,0,15,0,0,1,0,0,0,1,1,1,1,0,3,85.9,2.8633333333333337,1269.55
0,0,0,0,1,40,0,1,1,0,1,0,0,1,0,1,0,2,78.85,2.628333333333333,3126.85
0,0,0,0,1,72,0,1,1,1,0,0,1,1,1,2,0,2,94.45,3.1483333333333334,6921.7
0,0,0,0,1,72,1,2,0,1,0,1,1,1,1,2,0,1,49.2,1.6400000000000001,3580.95
0,0,0,1,1,45,0,1,0,1,1,0,0,1,1,2,1,0,73.55,2.4516666666666667,3349.1
0,1,0,0,0,72,0,0,1,1,0,1,0,0,1,2,1,3,111.95,3.731666666666667,8033.1
0,0,0,0,1,71,0,1,0,1,0,1,0,0,1,2,1,2,89.3,2.9766666666666666,6388.65
0,1,1,0,1,18,0,0,0,1,1,0,1,1,1,1,0,2,59.1,1.97,1011.05
1,0,0,0,1,47,0,0,1,0,1,1,1,1,1,1,0,1,85.3,2.8433333333333333,4045.65
0,0,1,0,0,68,1,2,0,0,0,1,1,0,1,2,0,1,53.0,1.7666666666666666,3656.25
0,0,0,1,1,68,0,1,0,0,0,1,1,0,1,2,0,1,80.65,2.6883333333333335,5330.2
1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,84.85,2.828333333333333,84.85
0,0,0,0,1,34,0,1,0,1,1,0,0,1,0,1,0,3,60.85,2.0283333333333333,2003.6
0,0,0,0,1,24,0,1,1,0,1,1,1,1,0,1,0,0,79.65,2.6550000000000002,1928.7
0,1,1,0,0,58,0,1,1,1,0,0,0,1,0,0,0,3,89.85,2.9949999999999997,5125.75
1,1,1,1,1,7,0,1,1,0,1,0,1,0,0,1,0,1,84.8,2.8266666666666667,546.95
1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,50.8,1.6933333333333331,50.8
1,1,0,1,1,7,0,0,0,1,1,0,1,1,0,1,0,0,51.0,1.7,354.05
0,0,1,0,1,37,0,0,1,0,1,1,0,0,0,1,1,1,90.0,3.0,3371.75
0,1,0,0,0,52,0,1,2,2,2,2,2,2,2,2,1,0,24.55,0.8183333333333334,1331.05
0,0,0,0,0,45,0,0,2,2,2,2,2,2,2,2,0,3,20.0,0.6666666666666666,886.4
0,1,0,0,0,43,0,1,2,2,2,2,2,2,2,2,1,0,24.25,0.8083333333333333,1077.95
0,0,0,0,0,26,0,0,1,1,0,0,1,1,0,1,1,1,81.95,2.731666666666667,2070.05
0,1,0,1,1,56,0,1,1,0,0,0,1,0,1,1,1,1,98.6,3.2866666666666666,5581.05
0,0,0,1,1,1,1,2,0,0,1,0,1,1,0,1,1,3,25.25,0.8416666666666667,25.25
0,0,0,0,0,68,0,1,0,0,0,1,0,0,1,2,1,3,85.3,2.8433333333333333,5560.0
0,1,0,0,0,27,1,2,0,0,0,1,1,1,1,0,0,2,45.85,1.5283333333333333,1246.4
0,1,0,1,1,9,0,1,1,0,1,0,1,0,0,1,0,1,85.5,2.85,791.7
1,1,0,1,1,8,0,0,0,0,1,0,1,1,0,1,0,0,45.15,1.505,438.4
0,0,0,1,1,1,0,0,2,2,2,2,2,2,2,1,1,2,19.4,0.6466666666666666,19.4
0,1,0,0,0,71,0,1,1,1,0,1,0,0,1,2,0,3,116.05,3.868333333333333,8297.5
1,0,0,1,1,15,0,0,2,2,2,2,2,2,2,1,1,3,19.4,0.6466666666666666,289.3
1,0,0,0,0,70,0,1,1,1,0,1,0,1,0,2,1,3,93.9,3.1300000000000003,6579.05
0,0,0,0,0,72,0,1,0,1,1,1,0,0,1,2,0,2,85.9,2.8633333333333337,6110.75
0,0,0,1,1,21,0,0,1,0,0,0,0,0,1,1,0,3,99.15,3.305,1956.4
0,0,0,1,1,54,0,0,2,2,2,2,2,2,2,2,1,0,20.1,0.67,1079.45
0,0,0,0,0,8,0,0,2,2,2,2,2,2,2,2,1,0,19.5,0.65,162.15
0,0,0,1,1,24,0,0,0,0,1,1,1,1,0,1,0,2,49.3,1.6433333333333333,1233.25
0,0,0,0,0,48,0,0,2,2,2,2,2,2,2,2,1,0,19.55,0.6516666666666667,883.35
1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,55.2,1.84,55.2
0,0,0,0,0,5,0,1,2,2,2,2,2,2,2,1,0,0,24.3,0.81,132.25
0,1,0,0,0,17,1,2,0,1,1,1,1,0,0,0,1,2,44.45,1.4816666666666667,792.15
0,1,0,0,1,72,0,0,0,1,0,0,0,0,1,2,0,3,79.35,2.645,5753.25
0,0,0,0,0,72,0,1,1,0,0,1,1,0,1,0,0,2,103.2,3.44,7362.9
0,0,1,1,1,6,1,2,0,0,1,0,1,0,1,1,0,1,44.4,1.48,263.05
0,0,0,0,1,72,0,1,0,1,0,1,0,0,0,2,1,2,79.2,2.64,5401.9
1,0,0,0,0,4,0,1,0,0,1,0,1,1,0,1,1,0,50.85,1.695,239.55
0,1,0,0,0,62,0,0,2,2,2,2,2,2,2,2,1,2,20.65,0.6883333333333332,1218.45
1,0,0,1,1,39,0,0,1,1,1,1,0,0,0,0,0,1,95.55,3.185,3692.85
0,1,0,0,0,1,0,0,2,2,2,2,2,2,2,0,1,0,20.4,0.6799999999999999,20.4
0,0,0,0,1,51,0,0,0,1,0,0,0,1,0,0,0,3,60.5,2.0166666666666666,3145.15
1,1,0,1,1,58,0,1,1,0,0,1,1,0,1,0,0,3,103.25,3.441666666666667,6017.65
0,1,0,1,0,38,0,1,1,0,0,0,1,1,0,1,0,0,81.85,2.728333333333333,3141.7
0,1,0,1,1,33,0,1,1,1,1,0,1,1,0,0,1,3,80.1,2.67,2603.3
0,1,0,1,1,20,0,0,2,2,2,2,2,2,2,1,1,0,19.4,0.6466666666666666,415.4
0,0,0,0,0,31,0,1,0,0,0,0,0,0,1,2,1,3,80.55,2.685,2471.6
1,0,0,0,0,20,0,1,1,0,0,1,1,0,1,1,0,3,105.85,3.5283333333333333,2239.65
0,1,0,0,0,64,0,0,1,1,0,0,1,1,0,1,1,1,81.05,2.7016666666666667,5135.35
0,1,0,0,1,72,0,1,0,1,0,1,0,1,1,2,1,2,79.55,2.6516666666666664,5810.9
0,1,0,0,0,9,0,1,1,0,1,1,1,0,0,0,0,1,90.35,3.0116666666666663,767.9
0,1,0,1,1,61,0,1,1,1,1,1,1,0,1,0,1,1,104.0,3.466666666666667,6363.45
0,1,0,1,0,52,0,1,0,1,0,0,0,0,1,2,0,0,85.15,2.8383333333333334,4461.85
0,0,0,0,0,69,1,2,0,1,0,1,0,1,0,2,1,3,46.25,1.5416666666666667,3121.4
0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,79.15,2.6383333333333336,79.15
0,1,0,0,0,68,0,0,0,0,1,1,0,0,1,2,0,3,72.95,2.4316666666666666,4953.25
0,1,0,0,1,14,0,1,0,0,1,0,0,0,0,1,0,2,66.6,2.2199999999999998,979.5
0,1,0,1,1,7,1,2,0,0,1,1,0,1,0,0,0,2,35.5,1.1833333333333333,249.55
1,0,1,1,1,2,0,0,1,0,1,0,1,1,0,1,0,3,70.2,2.3400000000000003,115.95
0,0,0,1,1,1,0,0,1,0,1,0,1,1,0,1,1,1,70.1,2.3366666666666664,70.1
0,1,0,0,0,51,0,1,2,2,2,2,2,2,2,2,0,0,24.95,0.8316666666666667,1222.25
1,0,1,0,1,4,0,1,1,1,1,0,1,0,1,1,0,1,99.6,3.32,347.65
0,1,0,0,0,15,0,0,2,2,2,2,2,2,2,2,1,0,19.35,0.645,278.85
0,0,0,0,1,72,0,1,1,0,0,1,0,0,1,0,1,2,109.15,3.6383333333333336,7789.6
0,1,0,0,1,50,0,1,1,1,0,0,1,1,1,1,0,2,94.4,3.146666666666667,4914.9
0,0,1,0,1,57,0,1,1,0,0,1,1,1,1,1,1,2,94.0,3.1333333333333333,5438.95
0,0,0,0,1,44,0,1,1,1,0,1,0,1,0,1,0,2,95.1,3.17,4060.55
0,0,0,0,0,62,0,1,1,0,0,1,0,0,1,0,0,1,110.8,3.6933333333333334,6840.95
1,0,1,1,1,14,0,1,1,0,1,0,1,1,0,1,0,1,74.3,2.4766666666666666,1096.25
0,0,0,1,1,7,0,0,0,1,0,0,0,0,1,1,0,1,78.5,2.6166666666666667,571.05
0,0,0,0,1,72,0,1,1,1,0,1,1,0,1,2,0,1,110.75,3.691666666666667,7751.7
0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,49.05,1.635,49.05
0,1,1,0,1,72,1,2,0,1,0,1,0,0,1,2,0,3,63.1,2.1033333333333335,4685.55
0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,45.4,1.5133333333333332,45.4
1,0,0,1,1,3,0,1,1,0,1,0,1,1,0,1,0,2,75.1,2.503333333333333,270.7
0,0,0,1,1,32,0,0,2,2,2,2,2,2,2,0,1,3,19.75,0.6583333333333333,624.15
0,0,1,0,1,71,0,0,1,0,0,1,1,0,1,2,0,1,99.2,3.3066666666666666,7213.75
0,1,1,0,1,60,0,1,1,0,1,0,0,0,1,1,0,1,99.0,3.3,6017.9
0,0,1,1,1,4,0,1,0,0,1,0,1,1,0,1,1,0,48.75,1.625,179.85
0,1,0,0,1,52,0,1,1,0,0,0,0,1,1,1,0,2,95.65,3.1883333333333335,5088.4
0,0,0,1,1,29,0,0,0,1,1,1,0,1,0,0,1,2,58.0,1.9333333333333333,1734.5
0,1,0,0,1,49,0,0,1,0,1,1,0,0,1,0,0,2,99.25,3.308333333333333,4920.8
0,1,0,0,0,40,1,2,0,0,0,1,0,0,1,0,1,0,60.3,2.01,2448.5
0,0,0,0,1,57,0,1,1,0,1,1,1,0,1,0,0,2,100.75,3.3583333333333334,5985.0
0,0,0,0,0,62,0,1,0,0,1,0,1,0,1,1,0,2,70.45,2.3483333333333336,4300.45
0,1,0,0,0,23,0,0,1,0,0,1,0,1,0,0,1,0,86.8,2.893333333333333,1940.8
0,0,0,0,1,65,0,0,0,1,0,1,1,1,1,2,1,3,71.0,2.3666666666666667,4386.2
0,0,0,1,1,38,0,0,2,2,2,2,2,2,2,2,1,0,20.05,0.6683333333333333,741.5
1,0,1,0,1,48,0,1,1,1,0,1,0,0,1,1,1,1,117.45,3.915,5438.9
0,1,0,0,1,72,0,1,0,0,0,1,1,0,1,2,1,3,82.15,2.7383333333333337,5784.3
0,0,0,0,1,2,0,0,2,2,2,2,2,2,2,1,1,3,19.85,0.6616666666666667,52.0
0,1,0,0,1,28,0,0,1,0,1,0,0,1,0,1,1,3,76.55,2.5516666666666667,2065.4
0,1,1,1,1,65,0,1,1,1,1,1,0,0,1,2,0,1,109.05,3.635,7108.2
0,0,0,1,1,2,0,0,2,2,2,2,2,2,2,1,1,0,19.4,0.6466666666666666,61.05
1,1,0,1,1,10,1,2,0,0,1,0,1,1,1,1,0,0,33.9,1.13,298.45
1,0,0,0,0,16,0,0,1,0,0,1,1,0,0,1,0,2,89.45,2.981666666666667,1430.25
0,0,0,0,0,72,1,2,0,1,0,1,0,1,1,2,1,2,55.65,1.855,3880.05
0,0,0,0,0,12,1,2,0,1,1,0,0,1,0,0,1,2,33.15,1.105,444.75
1,0,0,0,0,1,0,0,2,2,2,2,2,2,2,1,0,1,19.9,0.6633333333333333,19.9
0,0,0,1,1,26,1,2,0,0,1,1,0,0,0,1,0,2,44.45,1.4816666666666667,1183.8
0,0,0,1,1,20,0,0,2,2,2,2,2,2,2,0,1,0,19.5,0.65,403.15
0,0,0,1,1,7,0,0,2,2,2,2,2,2,2,1,1,0,19.3,0.6433333333333333,144.95
1,0,0,0,0,38,0,0,0,1,0,0,0,0,1,0,1,2,80.3,2.6766666666666667,3058.65
0,1,1,0,1,23,0,0,1,1,0,0,1,1,1,1,0,1,90.0,3.0,2024.1
0,1,0,0,1,67,0,0,1,1,0,1,0,0,1,2,0,1,111.05,3.7016666666666667,7321.05
0,0,0,1,1,48,0,1,2,2,2,2,2,2,2,0,1,3,24.55,0.8183333333333334,1203.95
0,1,0,1,1,64,0,1,1,0,0,1,1,0,1,2,0,3,104.4,3.48,6692.65
0,0,0,1,1,3,0,0,1,1,1,0,1,1,0,1,0,1,74.55,2.485,233.65
0,0,0,1,1,32,0,1,1,0,0,1,1,0,1,0,0,2,104.05,3.4683333333333333,3416.85
1,0,0,0,0,57,0,0,0,1,1,0,1,0,1,0,0,3,70.1,2.3366666666666664,3913.3
0,1,0,0,0,51,0,1,1,0,0,0,0,1,0,0,1,3,84.2,2.8066666666666666,4299.75
1,1,0,1,1,16,0,0,2,2,2,2,2,2,2,1,0,0,19.7,0.6566666666666666,342.4
0,0,0,1,1,48,0,1,2,2,2,2,2,2,2,0,1,2,25.05,0.8350000000000001,1171.5
0,1,0,1,1,18,0,0,2,2,2,2,2,2,2,2,1,2,20.05,0.6683333333333333,388.6
0,1,0,1,0,23,1,2,0,1,1,1,0,1,0,2,1,0,40.1,1.3366666666666667,857.75
0,0,0,1,1,55,0,0,0,1,1,0,1,1,0,1,0,2,50.55,1.6849999999999998,2832.75
0,0,0,1,1,2,0,0,2,2,2,2,2,2,2,1,1,0,20.3,0.6766666666666666,41.2
1,1,0,0,1,9,0,0,1,0,0,1,0,0,0,1,0,0,94.85,3.1616666666666666,890.6
0,1,0,1,1,27,0,0,2,2,2,2,2,2,2,2,1,2,20.35,0.6783333333333333,531.6
0,0,0,1,1,35,1,2,0,0,1,0,1,1,0,1,1,1,24.15,0.8049999999999999,812.5
0,0,0,0,0,58,0,0,2,2,2,2,2,2,2,2,1,2,20.5,0.6833333333333333,1191.4
0,1,0,0,1,42,0,1,1,1,1,1,1,1,1,1,0,1,94.4,3.146666666666667,4014.6
0,0,0,0,1,44,0,0,0,1,0,1,1,1,0,0,0,0,61.5,2.05,2722.2
0,0,0,0,0,43,0,0,0,1,1,1,1,0,1,2,1,3,75.2,2.506666666666667,3254.35
0,0,0,0,0,7,0,0,2,2,2,2,2,2,2,0,1,0,20.65,0.6883333333333332,134.05
1,0,1,1,1,28,0,1,1,0,1,1,0,0,1,1,0,1,103.3,3.4433333333333334,2890.65
0,0,0,0,0,41,0,0,1,0,1,1,1,0,1,1,0,3,94.9,3.1633333333333336,3848.0
1,1,0,1,1,24,0,1,1,0,0,0,1,1,0,1,0,1,80.25,2.675,1861.5
1,0,0,0,1,39,0,0,1,1,1,1,0,0,1,0,0,2,104.7,3.49,4134.85
0,1,0,0,1,65,0,1,1,1,1,1,1,0,1,1,0,1,104.25,3.475,6812.95
0,1,0,1,1,40,1,2,0,0,0,0,0,1,0,0,1,2,36.0,1.2,1382.9
0,0,0,0,1,46,0,0,0,1,0,0,0,1,1,0,1,0,70.6,2.353333333333333,3231.05
1,1,0,1,1,36,0,1,1,0,1,0,1,1,1,1,0,1,84.75,2.825,3050.15
0,1,0,1,1,62,0,0,0,0,0,1,0,0,1,1,0,3,80.4,2.68,4981.15
0,1,0,1,1,30,0,0,0,1,0,0,0,0,0,0,1,1,70.4,2.3466666666666667,2044.75
0,0,0,1,1,70,0,1,1,1,0,1,0,0,1,2,0,3,113.65,3.7883333333333336,7939.25
0,1,0,1,1,1,0,0,2,2,2,2,2,2,2,1,0,0,19.9,0.6633333333333333,19.9
1,1,0,1,1,5,0,1,1,0,0,1,1,0,1,1,1,0,104.1,3.4699999999999998,541.9
0,1,0,0,1,24,0,1,1,0,1,0,1,0,1,1,0,1,93.0,3.1,2248.05
0,1,0,1,1,11,0,0,2,2,2,2,2,2,2,1,1,0,20.25,0.675,208.0
0,1,0,1,1,58,0,0,1,1,0,0,1,0,1,0,1,3,99.15,3.305,5720.95
1,1,0,1,1,2,0,0,0,0,1,0,1,1,0,1,1,1,44.35,1.4783333333333333,81.25
0,1,0,1,1,8,0,0,0,0,1,0,1,0,1,1,0,1,66.25,2.2083333333333335,546.45
0,1,1,1,1,35,0,1,1,1,1,0,1,1,1,1,1,2,91.0,3.033333333333333,3180.5
0,1,1,0,1,65,0,1,1,0,0,1,1,0,1,1,0,1,104.35,3.478333333333333,6578.55
0,0,0,0,0,68,0,0,0,1,0,1,0,0,1,2,0,2,85.0,2.8333333333333335,5607.75
1,1,0,1,1,6,0,0,1,0,0,0,1,0,0,1,0,1,84.85,2.828333333333333,523.5
0,1,0,1,1,46,0,1,1,0,0,1,1,0,0,0,0,2,94.9,3.1633333333333336,4422.95
0,0,0,0,1,72,0,1,1,1,0,1,0,0,1,2,1,1,115.15,3.8383333333333334,8349.7
1,0,0,1,0,62,0,1,1,0,1,1,1,0,1,0,0,1,100.15,3.3383333333333334,6413.65
0,0,1,1,1,38,0,0,2,2,2,2,2,2,2,2,1,0,20.2,0.6733333333333333,735.9
1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,53.5,1.7833333333333334,53.5
0,0,0,1,1,58,0,0,1,0,1,0,0,0,1,1,0,1,95.3,3.1766666666666667,5817.7
0,1,0,1,1,17,0,0,2,2,2,2,2,2,2,0,0,0,20.1,0.67,279.5
0,0,1,0,1,72,0,1,1,1,0,1,0,0,1,2,0,3,114.85,3.828333333333333,8317.95
0,1,0,0,0,50,0,1,0,0,1,1,0,0,0,0,0,1,69.65,2.3216666666666668,3442.15
1,1,0,1,0,4,0,0,0,1,1,0,1,1,0,1,1,1,49.35,1.645,219.65
0,0,0,1,1,3,0,0,2,2,2,2,2,2,2,1,0,0,20.0,0.6666666666666666,61.7
1,1,1,0,0,8,0,0,1,0,1,0,1,0,0,1,0,2,80.45,2.6816666666666666,583.45
1,0,1,0,1,13,0,0,1,0,1,0,1,1,0,1,0,1,70.15,2.3383333333333334,916.75
0,1,0,0,0,55,0,0,2,2,2,2,2,2,2,2,1,0,20.5,0.6833333333333333,1177.95
0,0,0,0,1,71,0,1,0,1,0,1,0,0,1,2,1,1,90.1,3.003333333333333,6310.9
0,0,0,1,1,37,0,0,1,0,0,1,1,1,0,0,1,1,80.05,2.6683333333333334,3019.1
1,1,1,0,0,41,0,1,1,0,0,1,0,0,1,0,0,1,111.95,3.731666666666667,4534.9
0,0,0,0,0,55,0,1,0,1,1,1,0,0,1,2,0,3,85.1,2.8366666666666664,4657.95
0,0,0,0,0,61,1,2,0,1,0,0,0,1,1,0,0,3,50.7,1.6900000000000002,3088.75
0,1,0,0,0,44,0,0,0,0,0,1,0,1,0,1,0,0,61.9,2.0633333333333335,2924.05
1,1,0,0,1,59,0,1,1,1,0,1,1,0,1,0,0,1,110.15,3.671666666666667,6448.05
1,0,1,1,1,10,1,2,0,0,1,0,1,1,1,1,0,1,34.7,1.1566666666666667,329.8
0,1,0,1,0,2,0,0,2,2,2,2,2,2,2,1,1,0,20.4,0.6799999999999999,42.9
0,0,0,0,0,56,0,0,2,2,2,2,2,2,2,2,0,2,19.8,0.66,1119.9
0,1,0,0,1,72,0,1,1,0,0,1,0,0,1,2,0,1,108.4,3.6133333333333337,7719.5
0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1,1,74.7,2.49,74.7
0,1,1,0,1,44,0,0,2,2,2,2,2,2,2,2,0,2,19.35,0.645,847.25
0,1,0,1,1,10,0,0,2,2,2,2,2,2,2,1,1,2,19.75,0.6583333333333333,208.25
0,1,0,1,1,72,0,0,2,2,2,2,2,2,2,2,1,3,19.85,0.6616666666666667,1434.1
0,1,0,1,1,66,0,0,0,1,0,0,1,1,0,0,0,0,54.8,1.8266666666666667,3465.7
1,1,0,0,1,24,0,1,1,0,1,1,1,0,1,1,0,1,101.05,3.368333333333333,2391.8
0,1,0,1,1,18,0,1,1,0,1,1,1,0,0,0,0,2,89.6,2.9866666666666664,1633.0
1,1,0,1,1,22,0,1,0,1,1,0,1,1,0,1,0,1,54.45,1.8150000000000002,1127.35
0,0,0,0,1,64,0,1,1,1,1,1,1,0,0,2,0,2,94.6,3.1533333333333333,5948.7
0,0,0,0,0,22,1,2,0,0,0,0,1,0,0,1,1,1,39.2,1.3066666666666669,849.9
0,1,1,0,1,38,0,1,1,0,0,1,1,0,1,1,0,1,102.6,3.42,4009.2
0,1,0,1,1,5,0,0,2,2,2,2,2,2,2,1,1,0,20.25,0.675,109.8
1,0,1,1,1,6,0,1,1,0,0,0,1,0,1,1,0,1,98.25,3.275,560.6
1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,1,0,1,70.3,2.3433333333333333,70.3
0,1,0,0,1,18,0,1,0,0,0,0,1,1,0,1,1,2,56.8,1.8933333333333333,1074.65
0,0,0,1,1,11,0,0,0,0,1,1,0,1,0,0,1,3,53.8,1.7933333333333332,651.55
0,1,1,1,1,67,0,1,0,1,0,0,0,1,0,2,0,3,64.55,2.1516666666666664,4250.1
0,1,1,1,1,67,0,1,1,0,1,1,1,0,1,1,0,2,101.4,3.3800000000000003,6841.05
0,0,1,0,1,72,0,1,2,2,2,2,2,2,2,2,0,2,25.7,0.8566666666666667,1937.4
0,0,0,1,1,47,0,0,1,1,1,0,1,1,0,1,1,2,75.45,2.515,3545.1
0,0,1,1,1,54,0,1,0,0,0,0,0,0,0,0,1,0,72.1,2.4033333333333333,3886.05
1,0,1,0,1,12,0,1,1,0,0,1,1,0,0,1,0,1,98.1,3.27,1060.2
0,0,0,1,1,31,0,1,1,1,1,1,1,1,0,1,0,2,84.75,2.825,2613.4
0,0,0,1,1,11,0,0,0,1,1,1,1,1,1,1,1,3,64.05,2.135,733.95
1,0,1,1,1,40,1,2,0,1,0,0,1,0,1,1,0,1,55.8,1.8599999999999999,2109.35
0,1,1,0,0,11,0,1,1,0,1,0,1,1,0,1,0,2,75.2,2.506666666666667,775.3
1,1,0,1,1,5,0,1,1,0,1,1,1,0,0,1,0,1,92.5,3.0833333333333335,452.7
0,1,0,1,1,1,0,0,2,2,2,2,2,2,2,1,0,0,19.75,0.6583333333333333,19.75
0,0,0,0,0,20,0,0,2,2,2,2,2,2,2,0,1,3,19.7,0.6566666666666666,395.6
0,1,0,0,0,8,0,0,2,2,2,2,2,2,2,1,1,2,19.65,0.6549999999999999,169.75
0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,74.3,2.4766666666666666,74.3
0,0,1,1,1,72,0,1,1,0,0,1,0,0,1,2,1,1,111.65,3.7216666666666667,7943.45
1,1,0,0,1,6,0,0,1,0,0,1,1,1,1,1,0,1,91.0,3.033333333333333,531.0
1,1,1,0,1,40,0,1,1,1,1,0,1,0,1,1,1,1,101.85,3.395,4086.3
0,0,0,0,1,23,0,1,0,0,1,0,0,0,1,1,0,2,73.65,2.455,1642.75
0,1,0,1,1,30,0,1,1,1,0,1,0,1,0,1,0,2,95.0,3.1666666666666665,2852.4
0,0,0,1,1,29,0,1,1,0,1,0,1,1,0,1,0,2,76.0,2.533333333333333,2215.25
0,1,0,0,1,59,1,2,0,0,1,0,1,0,1,1,0,1,44.3,1.4766666666666666,2666.75
1,1,1,0,1,41,0,1,1,1,1,1,1,1,0,1,0,3,83.75,2.7916666666666665,3273.55
0,0,1,0,1,58,0,1,1,0,0,0,1,0,1,0,0,3,97.8,3.26,5458.8
0,0,0,0,1,1,0,0,2,2,2,2,2,2,2,1,0,0,20.65,0.6883333333333332,20.65
0,1,0,0,0,4,0,0,0,0,1,0,1,1,0,1,1,1,44.8,1.4933333333333332,169.65
0,0,0,1,0,61,0,1,2,2,2,2,2,2,2,2,0,2,25.0,0.8333333333333334,1498.35
1,1,0,1,1,10,0,0,1,0,1,0,1,1,0,1,0,1,70.0,2.3333333333333335,740.0
0,0,0,1,1,39,0,0,0,1,1,0,1,1,0,0,0,1,47.85,1.595,1886.4
1,0,0,0,0,31,0,0,2,2,2,2,2,2,2,1,0,0,19.55,0.6516666666666667,658.95
1,0,0,0,1,2,1,2,0,0,1,0,1,1,1,1,0,1,35.1,1.1700000000000002,68.75
0,1,0,0,1,31,0,1,0,0,1,1,0,0,1,0,0,0,79.3,2.643333333333333,2484.0
1,1,0,1,1,4,1,2,0,0,1,0,1,0,1,1,0,1,44.55,1.4849999999999999,174.3
0,0,0,1,1,33,0,1,1,1,1,0,1,1,1,1,0,1,90.65,3.021666666666667,2989.6
0,0,0,1,0,4,0,0,2,2,2,2,2,2,2,0,0,0,20.4,0.6799999999999999,84.75
0,0,0,0,0,32,0,0,0,1,0,1,0,1,1,2,1,0,73.6,2.453333333333333,2316.85
0,0,1,0,1,72,0,1,1,0,0,1,0,0,1,2,0,2,110.8,3.6933333333333334,7882.25
0,1,0,1,1,11,0,0,1,0,1,0,1,1,0,1,1,1,70.2,2.3400000000000003,760.05
0,1,1,0,1,23,0,1,1,0,1,0,1,1,1,1,1,1,86.8,2.893333333333333,1975.85
1,0,0,1,1,6,0,0,1,1,0,1,0,1,1,1,0,3,98.15,3.271666666666667,567.45
1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,69.55,2.3183333333333334,69.55
0,1,0,1,1,15,0,1,1,0,0,0,0,1,1,1,1,1,95.7,3.19,1451.1
0,1,0,0,1,72,0,1,2,2,2,2,2,2,2,2,1,2,25.75,0.8583333333333333,1864.2
0,0,0,0,0,35,0,1,2,2,2,2,2,2,2,2,1,3,24.3,0.81,821.6
0,1,0,0,0,50,0,1,0,0,1,1,1,1,0,0,1,3,54.9,1.8299999999999998,2614.1
1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,79.5,2.65,79.5
1,0,1,1,1,2,0,1,1,0,1,0,1,1,0,1,0,0,75.45,2.515,158.4
0,0,0,0,0,41,0,0,0,1,0,0,0,0,1,2,1,1,78.45,2.615,3126.45
0,1,1,1,1,33,1,2,0,0,1,1,0,0,1,1,0,1,54.6,1.82,1803.7
1,1,0,1,0,38,0,1,1,0,1,1,1,0,1,1,0,3,99.25,3.308333333333333,3777.15
0,1,1,0,1,60,0,1,1,0,0,1,1,0,1,0,0,1,104.35,3.478333333333333,6339.45
0,1,0,0,0,25,0,1,0,0,1,0,0,1,0,0,0,0,55.1,1.8366666666666667,1466.1
0,1,0,0,1,70,0,0,1,1,0,1,0,1,1,2,1,2,101.0,3.3666666666666667,7085.5
0,1,0,0,1,60,0,1,1,1,1,1,0,0,1,1,0,3,109.45,3.6483333333333334,6572.85
